crime_rate,gdp_capita,minority_percentage,freedom,infrastructure,life_expectancy,price_food,price_water,price_energy,price_housing,tax_progressiveness,openness,neuroticism,consciencitiousness,agreeableness,extraversion,intelligence,racism,skepticism,ambition,loyalty,local,national,income,job_satisfaction,age,education,crime_themselves,crime_on_him,tolerance,community,unemployment_time,personal_taxes_level,security,risk_aversion,public_spending,cost_of_living,minorities_support,stability,job_security,future_outlook,equality_markets,nation_globe,liberty_authority,tradition_progress
1.533,91559,0.204,0.596,0.839,80.3,459.304,218.578,5323.677,145151,0.39,-0.481,-0.342,-0.048,-0.215,-0.377,0.117,0.057,0.792,0.236,-0.687,-0.406,-0.633,0.216,0.008,19,0.142,0.095,0.677,-0.193,-0.323,0.598,0.073,0.257,0.465,0.009,0.546,-0.004,0.602,0.022,-0.612,-0.705,-0.803,0.681,-0.353
1.12,46932,0.104,0.564,0.422,82.2,354.604,212.734,5023.859,78601,0.153,0.072,-0.552,0.222,0.208,-0.027,-0.035,-0.753,0.343,0.211,-0.383,0.421,0.638,0.546,0.792,59,0.898,0.034,0.195,0.581,0.598,0.514,0.198,0.186,0.032,0.014,0.382,0.535,0.74,0.005,0.463,-0.492,0.454,-0.417,0.509
1.834,40306,0.123,0.549,0.325,78.0,353.464,224.313,4743.476,46038,0.122,-0.563,0.131,0.001,0.218,-0.664,0.09,-0.219,0.385,-0.58,-0.211,0.475,-0.088,0.534,0.541,25,0.147,0.056,0.907,0.334,0.278,0.049,0.129,0.502,0.075,0.586,0.366,0.551,0.01,0.533,0.021,-0.394,-0.379,-0.586,0.719
2.262,93734,0.185,0.669,0.928,80.5,445.963,224.147,5049.946,151901,0.212,0.183,-0.611,0.5,0.061,0.222,0.158,-0.199,0.377,1.0,0.389,0.531,0.645,0.926,-0.79,52,0.556,0.086,0.308,0.217,0.069,0.488,0.231,0.781,0.064,0.73,0.551,0.092,-0.001,0.143,-0.013,0.916,0.476,-0.969,1.0
2.034,98462,0.17,0.688,1.0,76.3,451.156,215.942,5398.675,146470,0.289,0.286,-0.603,0.104,-0.217,0.201,0.02,-0.46,-0.202,1.0,-0.055,0.233,-0.101,0.178,0.051,18,0.225,0.054,0.099,0.587,0.241,0.421,-0.158,0.713,-0.004,0.08,0.605,0.049,0.044,0.025,-0.044,1.0,0.307,-0.108,-0.081
1.594,89133,0.171,0.631,0.909,80.1,440.891,224.977,5261.986,149295,0.23,-0.348,-0.75,0.031,-0.373,-0.319,0.624,0.293,0.641,-0.112,-0.217,0.456,-0.287,0.234,0.589,19,-0.006,0.075,0.157,-0.408,0.604,0.036,-0.066,0.948,-0.047,0.881,0.529,-0.928,-0.009,0.776,-0.012,-0.865,-1.0,0.502,-0.482
2.075,86968,0.201,0.579,0.835,76.8,457.148,215.391,5432.562,156121,0.219,0.029,0.166,-0.57,-0.11,0.281,0.006,-0.548,0.187,0.435,-0.444,0.926,0.975,0.213,-0.787,17,0.158,0.091,0.33,0.339,0.585,0.664,-0.277,0.506,0.05,0.029,0.531,0.18,-0.048,0.638,-0.051,-0.793,0.025,-0.996,0.842
1.424,48416,0.053,0.531,0.703,81.2,389.264,212.145,4841.7,89371,0.199,0.176,0.21,-0.038,0.229,0.021,0.371,-1.0,0.242,0.824,0.342,-0.209,0.014,0.235,-0.186,18,0.12,0.109,0.17,0.88,0.205,0.007,-0.219,0.697,-0.031,0.46,0.419,0.49,-0.058,0.525,0.006,0.725,0.297,-0.886,0.896
2.053,89574,0.141,0.633,0.973,79.6,428.299,218.801,5099.522,122357,0.184,0.434,0.055,0.352,0.058,-0.596,0.487,-0.815,0.327,1.0,-0.04,0.147,0.066,0.541,0.54,28,0.916,0.043,0.641,0.844,0.301,0.038,0.039,0.708,0.921,-0.007,0.499,1.0,0.644,1.0,1.0,0.894,0.997,0.993,0.932
1.953,93943,0.172,0.615,0.838,78.3,467.841,214.274,5096.37,142503,0.366,0.18,-0.587,0.383,0.169,-0.021,0.076,-0.131,0.622,0.824,-0.148,0.622,0.603,0.221,-0.097,16,0.141,0.076,0.335,0.048,0.389,0.644,-0.05,1.0,-0.031,0.076,0.612,0.67,0.883,0.628,0.816,0.698,-0.63,-0.823,0.525
0.987,47778,0.066,0.665,0.441,79.8,370.167,213.993,5000.821,79455,0.17,0.203,-0.493,-0.082,-0.036,-0.18,0.244,-0.85,0.178,0.384,0.172,0.582,0.188,0.163,-0.624,17,0.164,0.067,0.567,0.785,0.418,0.067,-0.108,0.435,-0.041,-0.031,0.333,0.308,-0.082,0.614,-0.008,0.631,-0.271,-0.815,0.53
1.768,97567,0.215,0.588,0.865,81.9,417.039,210.058,4939.475,145363,0.346,0.384,-0.825,0.473,0.392,-0.777,-0.179,-1.0,1.0,0.08,-0.788,-0.007,-0.771,0.746,1.0,50,0.942,0.023,0.611,0.914,0.274,0.055,0.348,-0.23,0.046,-0.598,0.53,-0.768,-0.045,-0.814,0.001,-1.0,-0.866,-0.262,-0.684
1.506,45196,0.063,0.573,0.172,78.7,364.555,209.757,4791.054,69053,0.255,0.413,-0.755,0.335,0.397,0.42,0.613,-1.0,-0.357,-0.03,-0.6,0.379,-0.244,0.159,0.038,28,0.094,0.094,0.541,1.0,0.974,0.644,0.024,1.0,0.48,-0.038,0.387,0.95,1.0,0.983,0.461,-0.018,-0.542,-0.954,0.058
1.463,91074,0.198,0.607,0.807,77.8,434.784,213.169,4932.142,139056,0.276,0.187,0.239,-0.017,0.454,-0.547,0.158,0.08,0.528,0.909,0.192,-0.364,-0.393,0.188,-0.407,18,0.09,0.119,0.618,-0.203,-0.24,0.025,-0.675,0.943,-0.062,0.617,0.568,0.543,-0.048,0.621,-0.024,0.34,0.28,0.611,0.326
2.013,101315,0.168,0.617,0.983,77.9,435.648,223.597,5404.578,147608,0.128,-0.35,0.288,-0.232,0.164,-0.535,0.685,0.487,-0.127,-0.683,-0.61,0.011,0.14,0.237,0.43,22,-0.004,0.129,0.649,-0.637,0.575,0.095,0.038,-0.014,-0.039,0.004,0.537,0.215,-0.038,0.308,-0.048,-0.219,-0.26,-0.778,0.16
1.593,49409,0.102,0.704,0.538,80.3,382.914,205.226,4979.538,86284,0.395,-0.377,0.21,-0.266,-0.004,0.1,0.31,-0.655,0.19,0.453,-0.188,0.412,0.404,0.224,-0.188,19,0.017,0.02,0.899,0.621,-0.354,0.1,0.087,0.833,-0.177,-0.075,0.441,0.225,-0.042,0.196,-0.059,-0.649,0.531,-0.782,0.921
1.561,95972,0.184,0.616,0.908,80.6,439.115,220.737,5429.483,153970,0.153,-0.825,0.447,-0.055,-0.346,-0.842,0.395,0.825,1.0,0.973,-0.731,-0.792,-0.806,0.925,0.929,16,0.034,0.089,1.0,-0.742,1.0,0.642,0.212,-1.0,-0.063,0.976,0.562,-1.0,0.035,-0.706,-0.096,-0.729,0.969,0.894,-1.0
2.281,98038,0.177,0.539,0.783,78.7,436.753,218.195,5282.92,157174,0.217,0.178,-0.173,0.171,-0.789,-0.629,0.161,-0.084,0.404,0.213,-0.657,-0.371,-0.64,0.199,-0.617,16,0.188,0.148,0.35,0.199,-0.426,0.319,-0.016,0.851,0.034,-0.119,0.558,-0.05,0.378,0.15,-0.445,0.968,0.691,-0.838,0.24
1.608,94270,0.22,0.655,0.948,77.3,458.623,216.876,5159.669,141239,0.139,0.136,0.233,0.06,0.399,-0.582,0.334,0.251,0.666,1.0,0.112,-0.413,-0.392,0.25,-0.431,16,0.111,0.116,0.596,-0.136,-0.174,0.017,0.249,0.899,-0.017,0.611,0.608,0.635,-0.027,0.731,0.064,0.273,0.298,0.707,0.453
1.664,102312,0.147,0.581,0.919,80.9,453.697,222.523,5141.56,143450,0.371,-0.898,0.503,0.16,-0.388,-0.839,0.055,0.764,1.0,1.0,-0.842,-0.715,-0.792,0.975,0.977,17,0.047,0.093,0.95,-0.746,1.0,0.874,0.142,-0.945,0.003,1.0,0.571,-1.0,0.017,-0.736,-0.086,-0.854,1.0,0.847,-1.0
2.192,31395,0.215,0.661,0.351,80.2,211.039,155.038,3902.674,46250,0.181,-0.153,-0.202,-0.236,0.144,-0.631,0.316,-0.298,0.013,0.204,-0.394,-0.262,-0.341,0.706,0.335,26,0.577,0.014,0.466,0.146,0.048,0.453,-0.328,1.0,0.639,0.017,0.012,-0.694,-0.702,-0.796,0.713,-0.47,-0.631,0.446,-0.418
0.953,45076,0.039,0.641,0.328,81.0,365.551,215.519,5101.976,69435,0.164,-0.018,-0.585,0.155,0.143,0.224,0.406,-0.165,0.406,0.37,-0.015,0.314,0.12,0.23,0.056,18,0.255,0.019,0.196,0.366,0.565,0.781,0.2,0.949,0.066,0.684,0.385,0.646,-0.042,0.477,-0.056,-0.308,0.975,-0.995,0.641
1.82,100792,0.168,0.567,0.915,78.5,464.983,221.365,5303.358,141559,0.359,-0.261,0.353,-0.058,-0.279,-0.155,0.399,0.087,0.589,0.274,-0.323,0.31,0.396,0.199,0.88,16,0.232,0.017,0.243,-0.152,-0.416,0.298,-0.135,0.773,0.055,0.608,0.542,0.323,0.07,0.723,-0.026,-0.906,-0.839,-0.914,0.852
1.804,101004,0.15,0.591,0.886,79.9,461.344,217.443,4746.053,137609,0.37,-0.178,0.168,0.023,0.21,-0.536,0.134,0.081,0.187,0.175,-0.129,-0.304,0.162,0.164,-0.351,19,0.001,0.121,0.392,0.064,0.18,0.89,0.055,0.155,-0.449,0.003,0.568,0.505,0.788,0.021,-0.009,0.796,0.473,-0.65,0.589
2.07,105702,0.194,0.519,0.95,79.9,430.657,219.376,5576.503,144445,0.399,0.164,-0.617,0.217,-0.154,0.19,0.604,-0.494,-0.189,1.0,-0.023,0.234,0.043,0.153,0.064,19,0.156,0.086,0.116,0.593,0.127,0.348,0.188,0.726,-0.06,0.003,0.521,-0.021,-0.025,0.059,-0.028,0.992,0.373,-0.049,-0.011
1.503,96936,0.19,0.671,0.795,76.7,484.883,217.508,5579.697,144661,0.384,-0.203,0.242,0.005,-0.162,-0.377,-0.007,-0.156,0.427,0.425,0.677,0.228,0.238,0.225,-0.817,18,0.039,0.053,0.179,-0.072,-0.585,0.873,0.215,0.105,-0.075,0.235,0.588,0.111,0.005,0.113,0.048,0.264,0.771,-0.782,0.279
1.011,47933,0.113,0.631,0.581,80.4,376.536,214.648,5041.589,84576,0.347,0.135,-0.437,0.378,-0.143,0.212,0.543,-0.097,0.612,0.738,0.421,0.06,-0.175,0.171,0.568,16,0.183,0.133,0.78,-0.024,0.213,0.009,0.175,0.872,-0.091,0.923,0.413,0.486,-0.007,0.979,0.13,0.038,-0.617,-0.367,0.771
1.989,90660,0.206,0.632,0.764,78.1,457.826,219.467,5249.869,132424,0.343,0.032,-0.338,0.068,-0.327,-0.599,0.369,0.157,0.026,-0.554,-0.036,-0.453,-0.435,0.478,-0.439,21,0.953,0.124,0.554,-0.015,-0.4,0.042,0.191,0.295,0.008,0.487,0.621,0.058,0.059,0.159,-0.066,-0.455,-0.349,0.375,0.274
1.693,103325,0.183,0.67,0.912,79.4,458.311,222.859,4923.511,129397,0.381,0.004,-0.655,0.238,-0.393,-0.041,-0.057,-0.683,0.324,0.268,0.594,0.237,0.244,0.23,0.032,25,0.183,0.119,0.428,0.982,0.788,0.078,0.441,0.985,-0.248,0.025,0.603,0.804,0.643,0.435,-0.157,-0.116,0.803,-0.904,0.781
1.756,93896,0.17,0.554,0.953,79.1,423.155,223.108,5185.197,136044,0.212,0.225,-0.168,0.236,-0.003,0.153,0.454,-0.116,0.245,0.143,0.39,0.603,0.323,0.222,-0.189,19,0.217,0.118,0.299,0.172,0.329,0.017,0.427,0.811,0.006,0.662,0.538,0.489,-0.015,0.11,0.026,0.945,0.028,-0.937,0.339
1.545,103325,0.193,0.645,0.959,83.1,452.936,219.838,5013.773,124061,0.201,-0.621,0.228,-0.781,-0.526,-0.767,-0.227,0.813,0.363,-0.599,0.163,0.008,0.113,0.216,0.796,27,0.171,0.037,0.228,-0.855,-0.621,0.829,0.156,0.633,-0.588,-0.008,0.536,-0.653,0.344,0.167,-0.802,0.069,-0.412,-0.069,-0.354
1.491,93853,0.135,0.713,1.0,79.0,437.127,208.068,5135.005,132923,0.282,0.212,-0.587,-0.009,0.365,-0.842,0.674,-0.648,0.518,0.867,-0.432,0.231,0.136,0.16,-0.335,27,0.633,0.133,0.28,0.715,0.383,0.409,0.106,1.0,0.09,0.632,0.56,0.837,0.033,1.0,-0.041,0.805,-0.155,0.587,-0.092
1.543,91662,0.202,0.637,1.0,78.5,485.933,215.534,5090.774,144094,0.276,-0.873,0.049,-0.436,-0.459,-0.889,0.186,0.286,0.092,-0.881,0.023,-0.838,-0.802,0.155,0.02,17,-0.025,0.038,0.3,-0.307,-0.04,0.482,-0.105,0.929,0.023,0.816,0.633,-0.659,-0.038,0.994,-0.098,-1.0,-0.674,0.265,0.072
2.324,96955,0.211,0.679,0.934,80.3,443.793,220.831,4994.46,136804,0.337,0.314,-0.437,0.226,-0.417,-0.602,0.0,-0.626,0.671,-0.169,0.78,0.929,0.834,0.936,0.758,41,0.827,0.131,0.303,0.542,-0.008,0.012,0.46,0.283,-0.022,0.305,0.554,0.085,-0.048,0.136,0.022,0.274,0.328,-0.511,0.631
1.512,83608,0.182,0.595,0.814,81.5,416.982,227.558,5281.521,141425,0.283,0.421,-0.023,0.421,-0.023,-0.527,0.207,-0.68,0.399,0.938,-0.014,0.267,-0.149,0.538,0.566,21,0.864,0.135,0.577,0.879,0.42,0.091,-0.45,0.708,0.899,0.006,0.451,0.99,0.608,0.943,1.0,1.0,0.992,1.0,0.969
0.804,43558,0.13,0.546,0.222,78.3,363.18,216.199,4663.369,64536,0.259,0.485,-0.048,0.228,0.002,-0.74,0.176,-0.045,0.453,0.384,0.59,0.173,0.266,0.169,-0.166,24,0.213,0.11,0.273,-0.22,0.694,0.038,0.344,0.286,-0.337,-0.031,0.393,0.045,0.578,0.052,-0.495,0.561,0.502,-0.892,0.444
1.804,106847,0.178,0.592,0.883,79.2,452.953,222.295,5103.437,150993,0.346,-0.013,-0.4,-0.078,-0.443,-0.614,0.396,-0.109,-0.017,-0.611,-0.008,-0.455,-0.393,0.546,-0.348,24,0.842,0.109,0.443,0.006,-0.391,0.042,0.074,0.332,-0.01,0.508,0.598,-0.01,0.083,0.029,0.037,-0.357,-0.356,0.377,0.347
1.142,47720,0.098,0.694,0.446,81.9,365.529,217.884,4938.949,84471,0.118,0.148,0.194,0.017,0.018,-0.166,0.397,-0.223,0.777,0.541,0.246,0.396,-0.278,0.165,0.028,18,0.13,0.046,0.171,0.197,0.213,0.84,0.223,-0.104,0.028,0.569,0.356,-0.025,-0.047,0.614,0.024,0.658,0.272,-0.472,0.609
2.052,88150,0.166,0.744,1.0,82.0,456.683,214.889,5135.734,132993,0.346,-0.025,0.243,-0.015,-0.028,-0.491,0.427,-0.81,0.17,-0.246,-0.241,0.209,-0.195,0.583,0.095,18,-0.021,0.054,0.355,0.767,0.196,0.265,-0.097,0.625,-0.895,-0.015,0.562,0.494,0.39,0.325,-0.501,-0.239,0.278,-0.84,-0.014
1.791,86291,0.178,0.553,0.832,79.8,454.32,215.715,5088.79,152102,0.367,0.198,-0.581,-0.044,-0.339,-0.011,0.541,-0.389,-0.232,0.796,0.412,0.253,0.055,0.187,-0.518,19,0.139,0.09,0.247,0.249,0.304,0.53,0.089,0.786,-0.467,0.02,0.582,0.041,0.949,0.609,0.737,0.427,0.319,0.112,0.333
1.624,101378,0.166,0.597,0.89,81.9,438.278,219.698,5174.804,136083,0.342,0.394,0.234,0.436,0.34,0.143,0.761,-1.0,-0.613,1.0,0.524,0.342,0.23,0.206,1.0,19,0.658,0.09,0.499,1.0,0.799,0.408,0.052,0.118,0.595,-0.067,0.527,0.598,0.473,0.579,0.505,0.017,0.336,0.352,0.476
0.857,43901,0.076,0.662,0.528,80.3,385.843,220.959,5125.06,89449,0.148,0.093,-0.61,0.209,0.193,-0.65,0.127,0.013,0.364,-0.576,-0.026,0.214,0.255,0.549,0.758,45,0.964,0.058,0.505,0.176,0.203,0.061,0.306,0.64,0.398,-0.056,0.421,0.588,0.521,0.515,0.004,-0.011,0.247,-0.537,0.507
1.585,45476,0.116,0.65,0.557,79.1,374.209,221.675,5068.875,76004,0.315,0.157,-0.58,0.318,0.183,-0.02,0.351,-0.46,0.258,0.118,-0.465,0.324,0.532,0.501,0.735,59,0.889,0.136,0.193,0.535,0.723,0.435,0.147,0.223,-0.061,-0.119,0.419,0.412,0.829,0.016,0.566,-0.588,0.595,-0.482,0.482
1.567,90710,0.14,0.628,0.823,78.2,482.221,212.883,4923.217,138415,0.143,0.17,0.091,0.224,0.012,-0.256,0.444,-0.34,0.391,0.023,0.281,0.622,0.379,0.154,0.381,17,0.124,0.028,0.526,0.355,-0.01,0.1,-0.18,0.965,-0.046,0.627,0.616,0.453,0.117,0.197,0.003,0.597,0.847,0.045,0.602
1.754,89433,0.2,0.597,1.0,77.7,460.887,221.819,5073.531,141436,0.266,0.436,-0.267,0.185,0.246,0.34,0.416,-0.548,-0.048,0.802,-0.193,0.595,0.354,0.167,-0.362,19,0.245,0.065,0.392,0.518,0.415,0.049,0.513,0.025,-0.04,-0.042,0.587,0.361,-0.06,-0.387,-0.079,-0.019,0.34,-0.77,-0.346
1.574,50212,0.109,0.615,0.506,77.6,387.937,212.169,5169.736,85118,0.115,-0.079,-0.092,-0.205,0.213,-0.403,0.546,0.302,0.415,0.368,0.179,0.297,0.086,0.211,0.491,16,0.219,0.046,0.129,-0.199,0.398,0.069,0.105,0.539,-0.062,0.38,0.421,0.541,0.04,0.656,0.046,0.277,-0.066,-0.876,0.174
2.087,95588,0.201,0.644,0.872,78.5,477.712,224.064,5224.472,160200,0.291,-0.602,-0.568,-0.659,-0.206,0.111,-0.076,0.233,0.188,-0.422,0.313,-0.077,0.032,0.163,-0.579,19,0.151,0.14,0.316,-0.46,-0.258,0.02,-0.198,0.146,0.79,-0.033,0.639,-0.012,-0.041,0.014,0.345,0.08,-0.081,0.051,0.013
2.252,39666,0.139,0.515,0.333,82.9,343.631,226.124,4988.005,40466,0.347,-0.593,0.158,0.062,0.235,-0.562,0.317,-0.137,0.432,-0.575,-0.267,0.469,0.142,0.458,0.658,26,0.168,0.03,0.859,0.387,0.257,0.014,-0.077,0.441,0.034,0.584,0.346,0.512,0.024,0.545,-0.005,-0.476,-0.282,-0.702,0.757
1.848,94737,0.185,0.542,0.848,82.3,469.929,219.267,4950.826,161155,0.365,0.422,0.131,0.416,0.442,0.251,0.448,-0.953,-0.599,0.921,0.643,0.315,0.177,0.208,0.988,16,0.577,0.076,0.535,1.0,0.838,0.403,-0.677,0.149,0.625,0.017,0.551,0.532,0.464,0.619,0.56,-0.004,0.285,0.387,0.443
1.855,94886,0.212,0.597,0.942,78.8,438.071,226.792,5331.168,131604,0.387,0.217,0.027,0.217,0.013,0.44,0.454,-0.93,-0.463,0.168,-0.182,0.534,0.564,0.188,-0.769,17,0.002,0.016,0.091,0.86,0.64,0.517,-0.342,0.984,-0.019,0.86,0.578,0.801,0.007,0.923,-0.026,0.909,0.007,-0.976,0.928
2.103,97150,0.14,0.608,0.943,80.1,431.928,223.803,5215.181,147908,0.157,0.099,-0.65,-0.453,-0.381,-0.635,0.24,-1.0,0.137,0.343,0.128,0.316,0.393,0.215,-0.759,19,-0.043,0.119,0.346,0.998,0.355,0.771,0.379,0.835,0.034,-0.01,0.54,0.637,-0.012,-0.045,0.0,-0.432,0.745,-0.339,0.717
1.646,90642,0.183,0.601,0.902,80.4,448.499,220.975,5330.975,134228,0.384,-0.844,0.077,-0.361,-0.368,-0.784,0.354,0.116,-0.062,-0.84,-0.072,-0.787,-0.731,0.189,-0.099,16,0.004,0.103,0.314,-0.404,0.07,0.785,0.167,0.907,0.136,0.909,0.513,-0.642,0.108,1.0,0.065,-0.997,-0.7,0.159,-0.048
1.891,84679,0.185,0.644,0.963,78.7,428.669,219.499,4900.992,149030,0.2,-0.032,0.408,0.153,0.118,0.055,0.36,-0.0,0.357,0.616,0.492,0.141,0.582,0.236,0.579,18,0.213,0.128,0.291,0.094,0.13,0.007,0.185,0.785,0.008,0.867,0.526,0.589,-0.047,0.615,-0.016,0.511,0.975,0.823,0.757
1.848,91753,0.193,0.706,0.764,77.9,427.45,220.604,5284.02,140829,0.23,0.43,-0.21,-0.428,-0.018,-0.559,-0.074,-0.125,0.765,-0.798,-0.332,0.133,0.206,0.211,0.647,26,0.864,0.051,0.549,0.026,0.829,0.079,-0.022,0.989,-0.062,0.579,0.486,0.718,-0.039,0.719,-0.02,0.442,-0.177,-0.691,0.665
1.806,101952,0.198,0.614,0.847,80.3,452.382,223.014,5489.543,165038,0.24,-0.589,-0.641,-0.594,-0.181,0.01,0.584,0.441,0.246,-0.366,0.415,0.01,0.005,0.153,-0.586,16,0.235,0.087,0.333,-0.416,-0.09,0.088,-0.074,0.036,0.802,0.02,0.515,-0.02,0.044,-0.044,0.305,-0.139,0.03,0.016,-0.036
2.161,91610,0.176,0.623,0.846,80.0,448.958,216.548,5223.104,153029,0.226,0.218,-0.589,0.371,-0.015,0.226,0.063,-0.045,0.409,0.887,0.406,0.623,0.602,0.933,-0.86,56,0.625,0.144,0.273,0.129,0.15,0.387,0.181,0.79,0.006,0.884,0.541,0.001,0.033,0.083,0.043,0.997,0.516,-1.0,1.0
1.385,46275,0.063,0.696,0.475,80.1,368.178,219.854,5018.776,88966,0.39,0.33,-0.28,0.16,0.186,-0.677,-0.024,-0.689,0.307,0.187,0.992,0.602,0.767,0.218,-0.122,16,-0.012,0.045,0.428,0.82,0.572,0.312,-0.068,-0.079,-0.077,0.03,0.352,0.035,-0.035,-0.03,-0.06,-0.725,-0.456,-0.371,0.89
1.69,50821,0.114,0.56,0.498,79.3,403.474,219.012,5045.982,88229,0.225,-0.091,0.077,0.197,0.019,-0.558,0.436,-0.056,0.556,0.395,-0.263,0.392,0.393,0.163,-0.418,24,0.59,0.137,0.179,-0.359,0.005,0.071,-0.088,1.0,-0.771,-0.061,0.477,0.982,1.0,0.843,0.555,0.017,-0.407,-0.735,0.548
1.982,94497,0.17,0.672,0.869,80.5,450.779,218.89,5348.578,140820,0.362,0.223,-0.678,0.251,0.22,0.184,0.108,0.219,-0.002,0.718,0.643,0.691,0.791,0.2,0.796,24,0.197,0.143,0.15,-0.232,0.975,0.037,-0.111,1.0,-0.025,0.961,0.585,0.593,-0.003,0.853,0.053,1.0,1.0,0.018,-0.476
1.714,92916,0.187,0.605,0.951,76.2,468.07,220.127,5306.974,140019,0.127,0.321,0.257,0.445,-0.177,0.396,0.009,-0.21,0.95,0.966,-0.01,-0.793,-0.8,0.507,-0.044,16,0.039,0.063,0.682,0.215,0.922,0.073,0.334,-0.47,1.0,-0.057,0.59,-1.0,-0.974,1.0,1.0,-0.587,0.975,-1.0,1.0
1.698,95215,0.162,0.586,0.824,77.6,452.579,214.835,5269.795,144720,0.159,-0.369,-0.846,0.035,-0.44,-0.253,0.386,0.439,0.604,-0.001,-0.163,0.44,-0.153,0.227,0.607,16,0.022,0.056,0.16,-0.418,0.603,0.046,-0.485,1.0,-0.003,0.921,0.525,-0.992,-0.057,0.844,-0.086,-0.794,-1.0,0.453,-0.452
1.613,48870,0.077,0.689,0.367,78.9,393.854,219.52,4787.322,87244,0.128,-0.255,0.128,0.224,-0.071,-0.483,0.182,0.045,0.558,0.416,-0.22,0.407,0.488,0.249,-0.375,22,0.529,0.05,0.2,-0.409,-0.053,0.067,0.18,0.926,-0.804,0.04,0.464,0.975,1.0,0.858,0.558,-0.004,-0.361,-0.714,0.6
1.152,40417,0.051,0.639,0.26,80.0,334.437,210.033,4909.198,68235,0.277,0.046,-0.604,0.176,0.24,0.28,0.454,-0.463,0.393,0.417,0.018,0.345,0.158,0.164,0.034,18,0.18,0.128,0.258,0.276,0.624,0.348,0.151,0.998,0.05,0.612,0.333,0.706,0.021,0.493,0.007,-0.294,0.972,-1.0,0.56
1.949,99799,0.195,0.615,0.757,78.3,451.296,218.283,5180.689,149545,0.335,-0.066,-0.089,0.456,0.163,0.204,0.315,-0.345,-0.428,0.301,0.176,0.427,0.58,0.197,-0.318,18,0.186,0.106,0.402,0.389,0.354,0.015,-0.321,0.793,-0.029,0.496,0.542,0.849,-0.059,0.757,-0.014,0.507,0.055,-0.863,0.475
1.938,93367,0.187,0.578,0.946,79.1,447.687,226.611,5183.605,163948,0.284,0.45,0.055,0.313,0.359,0.509,0.548,-0.807,0.606,0.968,0.803,0.567,0.359,0.5,-0.066,20,0.868,0.039,0.714,0.648,0.477,0.537,0.133,0.306,0.238,-0.028,0.535,1.0,0.854,0.529,0.484,-0.847,0.366,-0.429,0.666
1.757,87642,0.193,0.553,1.0,76.2,422.583,221.021,5302.787,132598,0.272,0.139,-0.64,0.422,0.155,0.032,0.003,-0.075,0.672,0.724,-0.16,0.595,0.609,0.2,-0.215,19,0.142,0.13,0.27,-0.032,0.361,0.72,-0.087,0.921,-0.102,-0.029,0.492,0.751,0.85,0.617,0.787,0.733,-0.652,-0.838,0.474
1.924,100856,0.163,0.508,0.821,78.5,444.88,217.802,5207.371,141769,0.252,-0.449,-0.841,0.042,-0.342,-0.222,0.617,0.548,0.645,-0.0,-0.227,0.415,-0.227,0.16,0.629,19,0.028,0.037,0.184,-0.397,0.584,0.094,0.373,0.909,-0.081,0.886,0.525,-1.0,0.013,0.88,0.028,-0.717,-1.0,0.501,-0.434
0.984,46493,0.13,0.626,0.463,80.9,357.585,214.476,4913.697,85469,0.213,0.207,0.16,-0.005,0.211,0.045,0.017,-0.86,0.146,0.778,0.301,-0.297,0.012,0.183,-0.176,18,0.213,0.079,0.216,0.762,0.241,0.081,0.709,0.724,-0.045,0.384,0.311,0.37,0.079,0.55,0.007,0.7,0.241,-0.877,0.934
1.316,47691,0.075,0.589,0.552,78.1,372.729,216.021,5252.427,90677,0.266,0.169,0.154,-0.036,0.217,0.02,0.039,-0.87,0.326,0.769,0.171,-0.28,0.055,0.245,-0.176,19,0.133,0.026,0.198,0.818,0.138,0.023,-0.377,0.693,0.055,0.361,0.406,0.348,0.01,0.419,0.005,0.727,0.259,-0.879,0.94
1.777,47267,0.074,0.556,0.522,80.9,399.114,213.967,5070.753,91876,0.172,-0.028,-0.173,-0.402,-0.166,0.042,0.338,0.131,0.259,0.758,-0.193,0.245,0.074,0.24,-0.419,19,0.276,0.101,0.378,-0.211,0.211,0.07,0.244,1.0,-0.028,1.0,0.49,0.028,0.105,1.0,-0.118,0.919,-1.0,-1.0,1.0
2.36,92359,0.167,0.639,0.816,76.4,458.358,214.469,5143.507,159805,0.37,-0.676,-0.617,-0.638,-0.602,-0.468,-0.031,-0.227,0.166,0.547,0.069,-0.033,-0.175,0.188,-0.016,16,0.002,0.102,0.33,0.153,0.465,0.354,-0.16,0.078,0.014,0.361,0.588,0.351,0.025,0.399,-0.03,-0.417,0.392,-0.127,0.68
1.728,92249,0.172,0.591,0.899,80.1,436.774,217.117,5300.45,159548,0.14,0.184,-0.256,0.226,-0.749,-0.641,0.143,-0.07,0.357,0.199,-0.527,-0.431,-0.623,0.242,-0.636,19,0.257,0.061,0.304,0.267,-0.48,0.48,-0.025,0.879,-0.119,-0.017,0.568,0.003,0.449,0.228,-0.49,0.967,0.688,-0.816,0.183
1.557,90542,0.206,0.612,0.662,79.0,431.578,222.241,5109.343,152570,0.143,0.244,-0.667,-0.153,-0.26,-0.726,0.307,-0.61,0.617,1.0,-0.377,-0.792,-0.777,0.186,0.238,24,0.563,0.025,0.162,0.446,-0.591,0.582,0.042,0.35,1.0,-0.023,0.55,-0.652,0.812,0.33,-0.819,-0.047,0.66,0.062,0.404
